
Entry	g_ordered-locus	g_name	PDB
Q5T981		SFMBT2	
A0A0A1I9Q7		HLA-DRB1	
R4GN58		THOC1	
Q499Y8		MAPK10	
G3V2F1		RPS6KB2	
A0A059RDW3		COX1	
H0Y525		ECHDC1	
F6RGN5		SLC25A10	
F8WCS1		MED15	
G3V2H7		TRAPPC6B	
Q8TBX0			
E9PHY6		LRRC8C	
A0A0P1GL35		HLA-DRB5	
A0A0A0WC94		HLA-DRB1	
C9J9H9		UBE2D4	
H3BVE7		FHOD1	
E9PGQ0		SLC25A44	
C9JTP4		FASTKD1	
J3QSC1		CORO6	
F8WEG3		PSMA2	
H3BNW6		SCAMP5	
M0R1R0		FSD1	
E9PPK6		SMPD1	
Q1M0P4			
K7EN80		ZNF585A	
H3BT98		SNX29	
A0A087WZQ2		ZNF343	
J3QT65		COPS7B	
H7C0T5		TTLL3	
G3V355		GPHN	
C9JNF6		PIK3CB	
A0A1B1PEN2		COX1	
M0R1T2		DHPS	
E9PFL1		MED24	
A0A140VKH6			
A0A494C0B3		PDYN	
Q29970		HLA-Dw12	
A0A4Y5FSV2		DRB1	
Q67AC6		HLA-DQA1	
E7ES96		PSEN1	
C9JE15		ADCK2	
H0YM33		SMAD6	
E9PKR0		NAALADL1	
M0R129			
E5RID2		RASA4	
A0A455JVQ2		HLA-DRB1	
A0A1W2PQY5		GOLGA2	
A0A0B4J295		BOLA2-SMG1P6	
J3QL38		TRIM16	
A6PVN6		PTPA	
A0A455R1Q4		HLA-DRB3	
F8W1E0		PXN	
A0A1W2PS19		PIGN	
A0A343JJM9		COX1	
K7EJZ4		TUBB6	
K7ERN2		ICAM3	
E9PPU4		IL10RA	
A0A3B3IS28		CFHR2	
B2R6F5			
A0A3B3IRX0		MYT1L	
F8VYL3		DNM1L	
A0A087WZE3		KIR3DX1	
A0A4P2SSQ9		HLA-DPB1	
M0R012		PRKD2	
A0A0U1RQW1		GVQW3	
H0YI55		ZNF385A	
A0A4V0NPC3		HLA-DQB1	
D6RF73		AHRR	
R4GN03		TRIM8	
D6RJ94		LIFR	
A0A384MDV9			
K7EPI7		ZNF532	
F8VW29		DUSP6	
K7EL23		EML2	
A0A343KKD6		COX1	
A0A140T966		HLA-DPB1	
A0A494C1U5		DST	
J3QKY2		EPB41L3	
H9RKS9		COX2	
E7EQV9		RPL15	
A0A493QPC7		HLA-DQB1	
A0A3Q9CRR3		COX3	
D6RBB3		JADE1	
F1CK24		HLA-DQB1	
F2Z2X5		CNTNAP3B	
B3KTF6			
F8WCW7		CCDC148	
F8WBN4		IPO11	
E5RHP2		FAM114A2	
E9PAN4		ARHGAP30	
G3V361		CALM1	
I3L318		CLUH	
E7EP02		SLC5A6	
A0A0D9SF14		NSUN6	
Q8N3V9		DKFZp451A052	
E5RGD2		CTNNA1	
A0A2R8Y3S0		SERAC1	
H0YKN1		CYP19A1	
H3BVD4		SAXO2	
A0A087WZG4		ARHGEF18	
B7ZA00			
D6RAB1		LEF1	
B5MC62		AGR3	
E9PSB9		IFT46	
H3BML8		TMEM219	
C9K0F2		ZNF568	
I6M557		HLA-DRB1	
H0Y9R4		RPL9	
A0A5H2UID6		HLA-A	
C9JIY9		NUP35	
J3KP74		PRG4	
A0A0A0MRJ6		PCMT1	
B1AN62		NMNAT1	
A0A5H2UGW3		HLA-DQB1	
E9PK87		TBRG1	
H0Y5L2		ECHDC1	
A0A0A0MTE5		COLCA2	
B6ZDM2		PCNX4	
A0A024RDD9		CXCL2	
H0YJF2		MNAT1	
Q5T3Q7		HEATR1	
B3KV49			
O19762		HLA-DR	
B0QYC6		CDC42EP1	
F8W9W2		GRK6	
H0YE89		REPS1	
C9J8F8		SMARCAL1	
A0A0J9YXK1		CELF2	
E9PPZ9		GPAA1	
D6RFM1		TRH	
J3QL31		NDEL1	
A0A0A0MTG5		IL7	
H3BPJ4		TMEM87A	
K7EK54		HEXD	
M0QXE1		KLHL26	
A0A5H2UZX4		HLA-DQB1	
F8VY51		RIC8B	
A0A343GB63		COX3	
B4E236			
A0A087WZV9			
U3L7D7		COX3	
C9JLG7		IP6K2	
A0A455JWD7		HLA-DQB1	
A0A2R8Y6Y1		RNASEH2B	
H0YBJ1		ZFAT	
H0YEP2			
E7EWK3		DHX36	
K7EPY1		SEPTIN9	
E5RJJ6		NCALD	
E9PPC7		RSKR	
J3QLF4		NAT9	
A0A5J6NRT4		HLA-DQA1	
A0A0B4J1X2		CACNA1G	
A0A455QZV7		HLA-DRB1	
H7C3P9		COPS3	
J3KR67		HESX1	
E7ERY4		IL5RA	
C9JJK3		ADD2	
A0A2U3TZJ2		PODNL1	
D6REY1		CHIT1	
A0A3B3ISI8		LEPROT	
H7C026		BRD8	
H0YMK5		BUB1B	
A0A649ZUJ4		HLA-B	
H7C1N9		MTERF4	
H7C0H7		ARL6IP6	
H0YCT5		RBBP4	
E9PIS0		INTS11	
F8WF21		SI	
U3KQS3		TM2D1	
C9J6E1		PLSCR4	
A0A3B3IS25		LRRIQ1	
H7C1J9		MIER3	
E9PRD2		MRPL49	
H7C282		FRMD5	
E9PRE4		STIM1	
A0A2R8YGP5		SMARCA4	
D6R9N6		TSPAN5	
A0A4Y6A717		COX3	
E9PQS0		KIAA0408	
G3V2Q0		SYNE2	
H0Y9S7		ATP2C1	
H7C3B6		LRRK2	
C9J9C4		SEMA3A	
J3QS26		GAS7	
A0A087X2B2		BIRC2	
E7EQI7		WASHC5	
H0YB74		PTK2B	
H0YG62		TEAD4	
B4DX42			
E5RFU6		WASHC5	
B4DIT7			
K7EJD8		KEAP1	
F5GZK7		NCAPD2	
A0A087WUJ4		ZNF516	
Q6FHE3		HLA-DOB	
H3BN32		CCPG1	
F8VZ96		NUAK1	
H3BN21		STARD9	
A0A1D5RMU1		PHF21A	
D6R9J1		TSC22D3	
H7C1T1		SEPTIN2	
H3BT33		RSRP1	
A0A0A0MTQ5		ATP5MPL	
E9PP61		CD82	
H7C273		APEH	
D6RER0		ACSL1	
E5RIE1		PBK	
A0A5J6SUX3		ND1	
K7EPC8		ELOF1	
D6RBG1		CCHCR1	
C9J4F2		NEMP2	
S4R360		MRPL42	
H7C3K7		YKT6	
H3BN45		TMEM62	
A0A223G157		HLA-DRB1	
F8VU66		TUBA1B	
K7EJR3		PSMD8	
K7EKN5		PALM3	
A0A1W2PPQ3		KCNMA1	
M0QZ37		FAM83E	
C9JRK5		SERPINE2	
H3BPH4		PMM2	
M0QX44		SLC1A5	
A8K940			
A0A291FGC8		MPDU1	
E7ESG2		CLSPN	
R9Y1Y2		COX1	
A0A2P1HA24		HLA-DPB1	
A0A3B3IRI3		TJP2	
A0A5H2UU71		HLA-A	
I3L2X7		CEP131	
F8VR74		TPCN1	
M0QZ68		FKRP	
H3BR04		ALDOA	
H0Y8U2		ADH6	
E9PI44		RNFT1	
A0A096WLG7		COX1	
E7EUI8		G6PD	
K7ENH0		EIF3G	
Q7YPT8		HLA-DQA1/DRA	
A0A0A6YYJ9			
R4GND5		GATA4	
I3L360		AATK	
A0A087X1P8		KCNAB1	
Q3LAG4		HLA-DRB1	
D6RCD3		MGAT4D	
A0A126GV58		OR6K2	
H3BM10		GALNT9	
B1AQP9		EPHX1	
C9JGY8		JAZF1	
A0A087X1W3		CCNQ	
D6RHV4		NMNAT3	
E5RJ52		AP3M2	
H0YHK5		CFAP73	
C9JTX2		SEMA5B	
I3L4L6		TFAP4	
S4R387		MYO1H	
A6H8W8		ITSN2	
F8VWK7		ASH1L	
G3V3K9		SCFD1	
H0Y8R6		SLCO6A1	
C9K022		ANKZF1	
A0A4P2SRY9		HLA-DRB1	
K7ERW1		OAZ1	
E7ENQ6			
H0YK87		ADAM10	
H3BNF1		CLN6	
Q6NS36		FTH1	
F8W0N6		LMBR1L	
A0A087WY08		THSD7A	
M0R0R5		GOLGA7B	
A0A024R7F9		GCDH	
K7EP90		RBM42	
K7EQJ2		ITGA3	
R4GN02		NOTCH2	
C9JEE9		DUSP18	
H3BQU4		C3orf84	
H0YI63		TMEM117	
H3BRC7		REXO5	
S4R449		DGAT2	
A0A109NGN6			
A0A087WU24		MEGF11	
A0A173ADR4		HLA-DRB5	
H0YN18		PSMA4	
H0Y960		DDX4	
R4GN38		LCN12	
K7ERB7		BCAM	
M0R2D9		AP2A1	
I3L0H5		ZNF816	
J3KQ55		VNN2	
A0A126GWB2		OR51B2	
I6PRP7		COII	
U3KQA9			
Q5F2G0		PPP3CB	
A0A3B3IU48		MDGA1	
V9GYL9		DAP3	
E5RFG0		TRAPPC2	
A0A024R043			
E9PRS6		DENND2B	
A8MTT8		ZNF286A	
F8W1G4		TPCN1	
J3KR46		CREM	
B7Z792			
F8WF53		TSPAN7	
E9PPG5		ZNF250	
Q14237			
E9PH82		FAM98A	
E5RHF6		GABRP	
M0R3J1		CEACAM5	
D2K1K1		COX1	
H3BPT3		PLA2G15	
A0A059QIB6		COX1	
M0R2X1		LOC400499	
A0A0D9SFW6		STXBP1	
M0QXE9		CLPP	
A0A087WSW9		TXNRD1	
H0YE34		AMBRA1	
C9JUW1		UGP2	
F5H3G9		GRIP1	
H0YJ95		SLC7A7	
H7C3S8		NT5DC3	
H0YFB1		PKP4	
A0A090N8Z4		IMAP1	
H7C2I8		ILKAP	
D6RAK1		MAST4	
H0YHC6		NR2C1	
H3BNS8		USP10	
A0A1B0GUC3		FTO	
H0Y8S0		HSPA9	
H3BTA5		IFT140	
G3V450		ENTPD5	
E5RIK1		R3HCC1	
E9PEQ6		PPIE	
D6RFX6		CLDND1	
H7C3M8		SLMAP	
H7C4C4		SEC23IP	
A0A0C4DGX6		WDR86	
E7ERX3		DST	
H3BR19		CMTR2	
A8MTX4		B9D1	
H7BYM1		NSRP1	
F8W954		NELFA	
D6RBU5		NFASC	
G3V3J9		GNG2	
F8VYR5		MRPS24	
H0YG03		MFAP5	
H0Y7W5		RFX3	
K7EL64		FBF1	
H0YIH6		ELK3	
C9JZA2		SLC29A4	
C9JFA7		GPD1L	
E7EV89		KDM5A	
E5E1P4		COX3	
A0A087WVW8		SLC38A3	
H0YGB1		PAAF1	
H3BQ16		NAE1	
H0YJH4		DGKA	
A0A096LPE5		LOC102723996	
K7EJB5		SNRPD2	
A0A4P2STG3		HLA-DPB1	
X6RET8		FAM107B	
F8VUA7		OSBPL8	
A0A087WUY6		MAGIX	
H7C5M3		IFT80	
Q4VXW1		COL9A3	
A0A059RRB4		COX1	
A0A140VK26			
F8WCI5		C3orf33	
F5H049		NRK	
A0A059QTI8		COX3	
A0A087WZ35		RAD51C	
E5RHK7		PTK2	
E5RJN9		ARFGEF1	
J3QSD8		LPO	
H3BVF1		USP10	
C9JLP0		DDX1	
A0A4P2SSA8		HLA-DRB1	
K7EQR8		RPRD1A	
A0A3S6RHI4		HLA-DPB1	
E7ERK8		ARHGAP44	
Q4W4X9		DRIP2	
A0A4P2ST06		HLA-DRB1	
F8VS58		RPLP0	
A0A090N8Q0		KCNH2	
C9JDS9		TUBA4A	
I0KUW4		HLA-DQB1	
Q5SR47		CR2	
I3L2J0		CIC	
F5GYQ1		ATP6V0D1	
B1AQ74		RADX	
A0A5H2USX1		HLA-DQA1	
A0A5A4LI31		HLA-DRB1	
E7ESP4		ITGA2	
H7C2G2		ART4	
A0A494C0Z0		PRL	
A0A024R6U6			
K7EJ64		TUBB6	
D6REB6		SH3TC1	
A0A493QPC2		HLA-DQB1	
H0YA92		APBB2	
H7C457		COL18A1	
B4DM26			
A0A0A0MTN4		OPALIN	
K7EMX8		PLPPR2	
A0A494C167		TBK1	
F5H6T0		ABHD4	
B1AMC8			
H7C3F8		C10orf90	
I3L0P6		TRAP1	
B2ZWG8		ZNF630	
H0YFU1		ST8SIA1	
B0QYN7		UBE2I	
C9JMP7		TBC1D5	
H7C226		LHCGR	
R4GMN3		SFTPA2	
F8W9P2		SPATA6L	
E7E3Q9		COX3	
Q53H18			
D6REB9		AADAT	
C9J068		CABIN1	
D6RA99		TLR1	
A0A087X1F6		TONSL	
F8VW64		NOVA1	
E5RH63		RB1CC1	
H7BY76		HOGA1	
B5MCC0		THAP4	
C9JXI1		FOXJ3	
B4DWC1			
A0A1D8QLY4		HLA-C	
Q6GMW3		IGL@	4YAQ;
A0A1S5QRL1		HLA-DPB1	
S4T759		HLA-DRB1	
A0A141ZQA3		ATP8	
B3KXB0			
A0A1X9I3Y5		HLA-B	
A0A5C2GKX9			
B4DQP1			
C9WEX3		HLA-DRB1	
A0A1U9X932			
A2RQD3		BCR-ABL1	
B4DX47			
A0A286MCD8		HLA-B	
A0A109VDW4		HLA-C	
A0A3B3IRK0		GNAI1	
K7X491		HLA-A	
B4DVY5			
A4D1L2		LOC389556	
A0A5C2GLV6			
A0A090KI61		HLA-DRB1	
D4HP84		HLA-B	
F8SKT2		HLA-A	
G1END8		HLA-A	
A0A0G2JMW4		RASSF7	
A8K4J5			
A0A510LHH1		BCR-ABL	
C5IZT7		HLA-B	
G1EPK9		HLA-B	
A0A2K9VPV3		HLA-C	
A0A0H4LZ50		HLA-G	
Q9NXX5			
A0A3B3IRM0		DNAJC13	
A0A0G2JPM1		FAM189A1	
A0A5C2G819			
Q9NWL7			
D6Q0R3		HLA-B	
A0A1B0GU72		CYP2D6	
A0A1L2BMD3		HLA-C	
A0A0A8R956		HLA-DRB1	
Q59EZ3			
A0A384NYX4			
U3LRI3		ND5	
A0A0E3X6Q8		ND2	
D6MKW3		HLA-C	
B7Z4P8			
E2D5M0		HLA-A	
G3CIH3		MUC19	
A0A0A7C6P6		HLA-DQB1	
A0A343E9I6		CYTB	
A0A0K0TMT7		FOS	
F2VNU6		HLA-C	
A8KA76			
A0A0A1ED81		CD36	
F2X647		HLA-C	
B4DQJ3			
A0A180H5J0		HLA-B	
Q53QT6		FRZB	
B4E068			
Q2F839			
A0A023Q788		ATP6	
V5LKG6		HLA-C	
A0A5C2GGX2			
B7Z835			
B7Z451			
A0A5C2GTH1			
A0A5C2G8L7			
A0RZG6		SIL1	
A0A3P3ZKQ3		HLA-C	
S4T6M2		HLA-DRB1	
A0A5C2GMH4			
A0A186VNA1		HLA-C	
A0A2U3T1M4		HLA-B	
S5G4A2		pol	
A0A5C2GHP9			
B7Z612			
B3KR38			
M9PAJ7		HLA-A	
A0A0X7YKZ5		HLA-A	
A0A5F9ZH68		SLK	
A0A5C2G0C1			
A0A5C2GCK8			
H9M4E2		ND2	
B4DWT7			
Q8NF06		FLJ00398	
B4DHR7			
A0A5C2G469			
B4DL39			
L8E9W5		LOC100129033	
A0A2U8J950		IgH	
A0A5C2FU46			
B7Z5V4			
A0A411NQ97		KIR3DL3	
A0A5C2GUS6			
A0A5C2G898			
A0A5C2GXJ8			
Q24JS4		SHANK2	
S5DHQ8		HLA-C	
A8E4L4		ZBTB10	
A0A2R8Y7S9		RPS6KA3	
Q8WYD3		DMD	
H9QF02		ND1	
I6LFJ4		KIR3DS1	
A0A126GWF4		OR2J1	
A0A5C2GN04			
A0A5C2GRM3			
A0A1W2PP58		PNKP	
Q14272			
A0A126GVJ3		OR8K3	
A8VYR7		HLA-B	
F8R147		HLA-B	
Q4GL73		NADH5	
A0A5C2GB56			
Q9UEF5		HLA-DQA1	
Q9BT39		TMEM39B	
B5A250		CREBBP	
Q9BWF0		RGL2	
Q8N8T1			
B3KQ28			
A0T1J2		OXTR	
A0A5A4LM29		HLA-B	
V9N9T2		ND4	
A0A2I8B360		HLA-B	
A8K7V1			
A0A3B3IT52		LOC102724657	
U5YC68		HLA-C	
Q5XUU0			
A0A5C2FY98			
A0A3S6RFK7		HLA-B	
B4DNF8			
A0A1C8DSW5		HLA-DPB1	
A0A1B0GTX9		ASAH1	
F6IQG4		HLA-C	
A0A5F9ZHS3		MEN1	
Q6ZQZ4			
A0A5C2G8D5			
Q8TEZ9			
A0A0A1HAV8		A-myb	
Q53FP9			
B7Z6X2			
A0A493QZP4		ND3	
A0A059RIN0		ND1	
Q29654		B-1510	
A0A2U7NE42		HLA-A	
A0A5C2GDM7			
B4DX69			
B7Z2J5			
B7Z5S1			
K7EMU6		ASXL3	
A0A410RF84		ND5	
F4NBQ7		HLA-B	
A0A0A7C8V0		HLA-DQB1	
A0A5C2G8K5			
B7Z2Q0			
A0A5C2GSG4			
Q05DF7		HLTF	
Q2I2S9		HLA-B	
A0A5H2UEM6		HLA-DPB1	
H6A2C4		HLA-A	
Q6ZMJ8		FLJ00407	
F4MH93		UTY	
E2D5T0		HLA-C	
F6KS03		HLA-C	
Q1JRH1		HLA-B	
A0A5C2FU57			
A8KAM9			
D2CTD5			
B7Z575			
Q71RD1			
A0A0A7C4K2		HLA-A	
C5IYE2		HLA-Cw	
A0A1X9WEH5		SLC14A1	
Q540C4		PRNP	
R4N4F5		HLA-B	
Q86YM0		CLIC2	
B0LXL0		COL7A1	
G9LE27		ND3	
I7CE35		HLA-DRB1	
D2DKZ8		HLA-B	
H9S9G9		CYTB	
A0A059RT76		ND4L	
A0A5C2GUV6			
A0A5C2GP37			
Q6NXQ4		UBE2S	
H9XFA7		PRIM2	
A0A5C2GV65			
K9JYP4		RON	
Q71UL7		PLZF	
Q659B4		DKFZp667O055	
A8KAP3			
Q53RU6		MGC29643	
A0A494C1S7		GTF3C3	
B4DW09			
A0A0M3LBJ1		HLA-DRB1	
Q658W2		DKFZp666O0110	
A0A0G2R0Z0		HLA-C	
A0A1L2BMQ1		HLA-DPB1	
A0A5C2G2Y0			
A2N011			
L0R6G5		FAM101B	
A9X3T9			
E2D5M2		HLA-A	
G3XL80		HEXA	
A0A0E3DC12		HLA-B	
B2RBM8			
A0A5C2GQJ6			
A0A5C2G523			
A0A288QER7		HLA-A	
A6XGN7			
G0KXI3		HLA-A	
A0A0E3DCZ0		HLA-C	
Q53HW2			
A0A5C2GKR7			
L7PEY0		HLA-A	
F1AQQ4		HLA-C	
F6IQU3		HLA-A	
L8EAT6		TMEM105	
Q1EG69		OPAL1	
B4E0J9			
F6KRZ4		HLA-C	
A0A2I4Q016		HLA-C	
A0A1W5LVZ2		HLA-B	
A0A2U7NN11		HLA-C	
Q4ZFV7		ACYP2	
B4DIZ9			
H2DMJ7		HLA-C	
A0A5C2GRG0			
A0A0A7UZC1		HLA-DRB1	
B2RBS8			
O14760		MUC3	
A0A068BCC2		BRCA2	
Q96T61		DDR1	
A0A0A7C956		HLA-C	
Q6GMW6			
Q9UK30			
B5FX47			
A4ZLF5		CYTB	
A0A5C2GR67			
G9LI10		CYTB	
A0A059RYF5		ND3	
A0A5C2FUQ4			
C8YCN4		CYTB	
B4DJ46			
B4DEZ9			
A0A0S2Z3Q3		PRMT2	
S6F3R1		LU	
B3KU29			
A0A0A7C4M9		HLA-A	
G1EQ53		HLA-C	
A0A2R8YF85		TWNK	
A0A0N6W7M2		HLA-DPB1	
B7Z7W6			
A0A1W6IYJ1			
A0A5C2GDH4			
M1L8W8		HLA-A	
D6ML24		HLA-A	
D3U755		HLA-C	
A4D230		FLJ10300	
V5L5M8		HLA-C	
A0A2X0SFA0		ALS2	
D7NNZ7		HLA-C	
A0N8U5			
B3FHX2		NOV	
B7Z526			
B4DPJ5			
G1EP64		HLA-A	
A0A2R4KPC2		HLA-C	
M9PAB6		HLA-C	
L7URT5		GP1BA	
Q861B8		HLA-DRB1	
A0A342YEA2		ATP6	
A0A5C2GLK6			
K7P563		HLA-A	
A0A4P2SSE0		HLA-B	
I7GY09		HLA-A	
Q95HL9		HLA-B	
A8K5R6			
U5IQH4		HLA-A	
Q5F2I4		HLA-B	
L8E898		MUC12	
A0A0A7CAT9		HLA-DQB1	
A0A5C2G6B0			
B4E192			
L0B1U4		REST	
Q8WZ22			
B4DRY8			
D6MLD7		HLA-C	
A0A515MFP5		SYCP3	
A0A5C2GNY8			
A0A5C2GCY0			
A0A4Y5R168		HLA-B	
I1V1X1		HLA-A	
U5YCI0		HLA-A	
O60372			
G3CA14		ND3	
Q8NEH0		DDX20	
A0A5C2GDS3			
F4ZUT2		ABCB1	
A0A0G2JLB8		SNTB2	
B4E1K1			
B2R935			
O78224		HLA-DQB1	
B3KNJ5			
F2VP51		HLA-A	
A4D1T1		LOC389562	
G0ZMK9		HLA-C	
H9MQG2		ND1	
A0A0K1HQR5		CYTB	
A0A5F9ZHL3		ANK2	
A0A5K1TTH9		HLA-DRB1	
A0A0G2JRJ6		MUC4	
A0A5C2GXA3			
V5NQ52		HLA-B	
Q7Z344		DKFZp686M09125	
Q59ED5			
A0A4V0NP81		HLA-B	
A0A5C2GVH2			
A0A5C2GKF1			
A0A5C2GFZ2			
A0A0A7C7L1		HLA-DPB1	
A0A5C2GVI6			
Q70L73		MKI67	
A0A1W6BTL0		KEL	
B3KRY3			
C0LAA8		HLA-B	
D4HP94		HLA-B	
A0A0K0KS32		HLA-B	
A0A5C2GP21			
Q7Z5D3			
A0A5K1TTD5		HLA-DRB1	
O95612			
A0A2P9FIN2		HLA-A	
B3KY19			
Q147Y3		PABPC4	
A8K0X7			
Q6ZVG2			
A0A5C2GPQ2			
A0A1L2BM54		HLA-A	
A0A1L2BM69		HLA-B	
A0A5C2G2G6			
A0A5C2GLX8			
A0A2I4PZU7		HLA-DRB1	
Q4GJV3		cytb	
O19563		HLA-B	
A0A2U8RMK0		HLA-DRB1	
A0A1L2BU43			
A0A1X9I4I1		HLA-C	
D2DKH1		HLA-C	
D2DL38		HLA-B	
A0A3S6RG34		HLA-C	
A0A3B3IUB0		MSL3	
A0A2Z4QJG5		ALDH18A1	
Q8WUI6		COPG	
A0A2S0SYT7		HLA-C	
A0A5C2FVF0			
A0A1W1RNN9		HLA-B	
F2VNB6		HLA-A	
A0A5C2GWH0			
B3KSK3			
B2R7J8			
D7NNP0		HLA-A	
A1YZI9			
A0A5C2GAJ9			
A0A5C2FWM7			
A0A2I4PZK1		HLA-C	
A0A5C2FTI5			
L8E9V3		ANK2	
Q59G47			
A0A386IPV4		BRCA2	
B3LEU8		TMEM214	
Q8N964			
R4NLT9		HLA-A	
A0A5C2GU31			
Q5QR83		HLA-B	
Q6IBT5		NEU1	
A0A141AZH6		HLA-DRB1	
Q9NS53		pref-1	
A0A059QDH0		ND3	
A0A1L2BM33		HLA-A	
A0A5C2GFS5			
A0A0G2R182		HLA-DRB1	
Q6UVX0			
A0A068BI38		BRCA1	
A0A126GVI5		OR1M1	
L8EBE0		TET3	
A0A343E8C2		ND2	
U5ISA2		HLA-C	
A0A1D6ZRR6		DQB1	
B3KT85			
A0A343FX79		CYTB	
A0A5C2FUT9			
A8K3K1			
A0A0G2R0Y0		HLA-A	
A0A0E3DDM3		HLA-DQB1	
A0A2H4FZC2		HLA-A	
Q96RV8			
Q53QY5		SLC4A5	
A0A5C2GDY7			
A0A2U8J9B0		IgH	
J7HTB4		CYTB	
C0SVZ4		HLA-B	
F1AQP4		HLA-C	
Q7YP62		HLA-F	
A0A1L1ZIZ5		CYTB	
Q9H6F1			
A0A0X7YRK7		HLA-DRB1	
A0A1S5QQW2		HLA-A	
A0A109VDQ0		HLA-B	
A0A0G2JNU3		BDP1	
Q53HI7			
Q05DH1		PSMA7	
H9BYV0		HLA-C	
Q9NSX7		DKFZp434L1850	
B4DTL8			
A0A2U7N6T6		HLA-C	
B4DR16			
A0A348GSH8		TRIM22	
D7NPN2		HLA-B	
B4DPM8			
E0YTM1		HLA-C	
Q9H722			
B4DNG4			
E5FXC3		HLA-B	
B5AFW4		HLA-Cw	
Q8NHB9			
Q7L2U6		BTBD10	
A0A0J9YYE4		RASSF7	
B4E3E1			
B3KPI2			
D3Y5Y7		HLA-B	
Q96T74			
B7Z3M4			
Q9BXA1			
B2R6Y2			
A0A1L2BMK3		HLA-DRB1	
F2WEL6		ND5	
B7ZMD7		AMY1A	
Q8NDL7		DKFZp434I2135	
A0A3B3IUC8		UROS	
M9PAA7		HLA-A	
A0A186VN47		HLA-B	
I6NVV8		HLA-B	
B2RCD2			
B4DF49			
A0A5C2GRZ8			
Q7Z4Y9			
C7FDT7		HLA-C	
Q6H2H1		KIR2DL1	
F4MH82		UTY	
M9P8N0		HLA-DR15	
B2XPU3		ND5	
M4YRG4		HLA-C	
A0A2U7MZI0		HLA-A	
F8LSV3		HLA-A	
A0A343GGB3		CYTB	
Q9NZ39			
A0A5C2GSL3			
A0A5C2GBP7			
A0A1W2PR32		RTTN	
A0A0A7C4S8		HLA-B	
J7JLT4		HLA-DQB1	
E7BYA3		HLA-B	
A0A5C2G5J9			
A0A5C2GT64			
A0A5C2GVB2			
A0A2R8Y7S8		MSH2	
B7ZA61			
Q59G71			
F8R192		HLA-B	
A0A059QAQ3		ND4	
Q2XPN2		HLA-Cw	
A0A0A7C8U7		HLA-DPB1	
Q8WWU3		SP3	
B2LR45			
A0A5C2FY76			
A0A0G2R171		HLA-B	
R9RVK4		HLA-A	
A0A384MTT9			
A0A5C2GCF1			
A0A0A8JCD0		NPC1	
L8E7G6		ACCN1	
Q05BT1		SARDH	
Q5FBX4		THPO	
E7BJ57		CCR5	
G8FSY8		KEL	
B4DED1			
F6IQF7		HLA-C	
A0A5C2GU59			
E9LY06		HLA-A	
G0Z6Y8		HLA-DRB1	
B4DPS7			
A0A5C2GAN8			
F2XI55		HLA-C	
Q59FC2			
G1EPQ9		HLA-B	
C0L0E6		HLA-Cw	
C6GLW8			
A0A3B3ITM6		ITPR1	
K4JBI3		HLA-B	
A0A0A7C5B9		HLA-DPB1	
A0A3S8V768		ND1	
A0A5C2G134			
Q861B9		HLA-B	
Q53FI2			
Q6AI13		DKFZp451E1911	
Q6N095		DKFZp686K03196	2NXY;
B3KUL8			
Q2VPV9		DEHAL1	
G3D6G6		HLA-C	
G1ENC8		HLA-A	
A0A5C2GZ26			
E7E3W8		CYTB	
Q8IZK4		BRCA1	
D5FHR3		HLA-A	
V5L6D3		HLA-B	
B4DMN0			
F4ZZU7		HLA-B	
Q6ZSQ0			
Q8NF56		FLJ00333	
A0A1B0GWE4		TEX51	
A0A5C2H0B9			
Q8N359		PHF2	
H9BQ93		HLA-C	
H9QH53		ND5	
A0A583ZBZ6		HLA-Cw	
Q59FR7			
A0A5C2GRC1			
A5PKX7		MYST3	
A0A180H653		HLA-B	
H9ST19		CYTB	
A0A5C2GK63			
C0KLR8		HLA-B	
B4DI70			
L0R4Y9		IQSEC1	
G8EFJ0			
A0A590UJU7		AP3B2	
B4DJA1			
E7BYE1		HLA-DRB1	
Q4JME1			
Q4EZ36		ND5	
G0Z8D6		HLA-B	
M9XHG8		HLA-C	
A0A0A7C9M7		HLA-DQB1	
A0A3S6RFJ7		HLA-A	
A0A0K1JS29		HLA-B	
G9FTJ9		HLA-A	
A0A1C8DVL3		HLA-C	
Q13108		MUM-1	
N0A0N9		HLA-A	
B2R9T9			
M9PNV2		HLA-C	
A0A5C2GRJ5			
A8K2V5			
C6GLP7			
A0A5C2GU96			
Q96DQ7			
A0A5E4DMQ8		HLA-A	
G1ENY1		HLA-A	
A0A1L2BME5		HLA-C	
C0KJX0		HLA-C	
D3YRP1		CYTB	
D7NSS3		HLA-C	
Q96Q16		MRPS22	
V9H1C8			
F2VNT4		HLA-C	
A0A0S2Z6J9		BEND5	
Q9TQ69			
Q8N6B0			
A0A109NRC9		HLA-DQB1	
Q2MKN9			
F4MH92		UTY	
A0A0E3DCB5		HLA-DQB1	
F2VND0		HLA-A	
M1FWW9		HLA-B	
A0A5C2GMD0			
U5IT20		HLA-DQB1	
A0A0E3DC87		HLA-C	
A0A126GWT1		OR7D4	
A0A1L3HDX5		RHCE	
A0A0S2Z5U2		NDUFAF2	
F6KRZ5		HLA-C	
L8E7H9		CNTNAP1	
H9S7C8		CYTB	
L0R6L5		OAS3	
Q53GK5			
A0A0S2Z5A4		KIAA0907	
A0A186VNC1		HLA-C	
A0A5C2FV94			
B4DV83			
I6T4L8		HDM2	
